Remodel date of property,Type Of Dwelling,General Zone Classification,Linear Feet of Street,Plot size in square feet,Type of road,Type of Alley,Shape of Property,Flatness of Property,Types of Utilities Available,Plot Configuration,Slope of Property,Locations within Ames City limits,Proximity to various conditions,Overall Rating(Material & Finishing),OverallCond,Original construction date,Type of Roof,Material used in Roof,Exterior Covering on the House,Masonry veneer type,Masonry veneer area in square feet,Evaluation of Quality of material on Exterior,Evaluation present condition of material on Exterior,Type of Foundation,Evaluation of hight of basement,Evaluation of condition of Basement,Exposure Walkout or garden-level walls,Basement Finished area rating,Finished square feet area in basement,"Basement Finished area rating,if multiple types","Finished square feet area in basement,type 2",Unfinished Basement area in square feet,Total Basement area in square feet,Type of heating,Heating Quality and Condition,Central Air Conditioning,Electrical System,Area of 1st Floor in Square Feet,Area of 2nd Floor in Square Feet,Total living area in square feet,Full Bathrooms,Half Bathrooms,Bedrooms(Excluded Basement Bedrooms),Kitchens,Kitchen Quality,Total Rooms(Excluded Bathrooms),Number of Fireplaces,Fireplace Quality,Garage location,The Year of Garage Built,Interior finish of the garage,Car Parking capacity in Garage,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three-season porch area in square feet,Screen porch area in square feet,Month and Year of sold,YrSold,Type of Sale,Condition of Sale,Sale Price,PricePerSqFt,Age of Property when sold(in years),TotalBathroom,living_to_lot_ratio,cluster
2008.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,98.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Very Good,5.0,2007.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1218.0,Unfinished,0.0,486.0,1704.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1704.0,0.0,1704.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,3.0,772.0,Typical/Average,Typical/Average,Paved,0.0,50.0,0.0,0.0,0.0,May 2010,2010.0,Warranty Deed - Conventional,Normal Sale,305313.125,179.1743691314554,3.0,2.0,0.17953851016752714,0
1997.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,47.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,North Ames,Normal,Average,6.0,1957.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Below Average Living Quarters,1277.0,Unfinished,0.0,207.0,1484.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1600.0,0.0,1600.0,1.0,0.0,2.0,1.0,Average/Typical,6.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,1.0,319.0,Typical/Average,Typical/Average,Paved,288.0,46.66027397260274,0.0,0.0,0.0,December 2006,2006.0,Warranty Deed - Conventional,Normal Sale,207500.0,129.6875,49.0,1.0,0.16858076072068276,1
1950.0,1-STORY 1945 & OLDER,Residential Medium-Density,60.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Brookside,Adjacent to feeder street & Within 200' of North-South Railroad,Below Average,6.0,1927.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,520.0,520.0,Gas forced warm air furnace,Fair,No,Standard Circuit Breakers & Romex,520.0,0.0,520.0,1.0,0.0,1.0,1.0,Fair,4.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,240.0,Fair,Typical/Average,Paved,49.0,0.0,0.0,0.0,0.0,May 2008,2008.0,Warranty Deed - Conventional,Normal Sale,68500.0,131.73076923076923,81.0,1.0,0.0547887472342219,1
1950.0,2-STORY 1945 & OLDER,Commercial,50.0,9491.0,Paved,Paved,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Iowa DOT and Rail Road,Adjacent to feeder street & Normal,Below Average,4.0,1920.0,Gabrel (Barn),Standard (Composite) Shingle,Brick Face,None,180.73137335812217,Average/Typical,Fair,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,649.0,649.0,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,649.0,668.0,1317.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,250.0,Typical/Average,Fair,Dirt/Gravel,0.0,54.0,0.0,0.0,0.0,July 2008,2008.0,Warranty Deed - Conventional,Normal Sale,40000.0,30.372057706909644,88.0,1.0,0.138763038668212,1
2006.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Sawyer,Normal,Average,6.0,1966.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1228.0,1228.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1228.0,0.0,1228.0,1.0,1.0,3.0,1.0,Good,6.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,1.0,271.0,Typical/Average,Typical/Average,Paved,0.0,65.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Normal Sale,149350.0,121.62052117263843,42.0,2.0,0.12938573385312402,1
2007.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,85.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,College Creek,Normal,Very Good,5.0,2007.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Unfinished,0.0,Unfinished,0.0,1234.0,1234.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1234.0,0.0,1234.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,484.0,Typical/Average,Typical/Average,Paved,0.0,30.0,0.0,0.0,0.0,January 2008,2008.0,Warranty Deed - Conventional,Normal Sale,179900.0,145.78606158833063,1.0,2.0,0.13001791170582658,0
1959.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,5.0,1959.0,Hip,Standard (Composite) Shingle,Brick Face,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,1018.0,Unfinished,0.0,380.0,1398.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1700.0,0.0,1700.0,1.0,1.0,4.0,1.0,Good,6.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,447.0,Typical/Average,Typical/Average,Paved,0.0,38.0,0.0,0.0,0.0,April 2010,2010.0,Warranty Deed - Conventional,Normal Sale,165500.0,97.3529411764706,51.0,2.0,0.17911705826572544,0
2005.0,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,60.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Excellent,5.0,2005.0,Hip,Standard (Composite) Shingle,Metal Siding,Brick Face,210.6894270193207,Excellent,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1153.0,Unfinished,0.0,408.0,1561.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1561.0,0.0,1561.0,2.0,0.0,2.0,1.0,Excellent,6.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Finished,2.0,556.0,Typical/Average,Typical/Average,Paved,203.0,47.0,0.0,0.0,0.0,August 2007,2007.0,Warranty Deed - Conventional,Normal Sale,277500.0,177.7706598334401,2.0,2.0,0.1644716046781161,0
2005.0,2-STORY 1946 & NEWER,Residential Low-Density,108.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Very Good,5.0,2004.0,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,210.6894270193207,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Unfinished,0.0,Unfinished,0.0,1117.0,1117.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1132.0,1320.0,2452.0,3.0,1.0,4.0,1.0,Good,9.0,1.0,Good - Masonry Fireplace on the main level,Built-In (Garage part of the house - typically has room above the garage),2005.0,Finished,3.0,691.0,Typical/Average,Typical/Average,Paved,113.0,32.0,0.0,0.0,0.0,September 2006,2006.0,Warranty Deed - Conventional,Normal Sale,305313.125,124.51595636215335,2.0,4.0,0.25835001580444633,2
1995.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,112.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,College Creek,Normal,Average,5.0,1994.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,1097.0,1097.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1097.0,0.0,1097.0,1.0,1.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,2.0,672.0,Typical/Average,Typical/Average,Paved,392.0,64.0,0.0,0.0,0.0,June 2009,2009.0,Warranty Deed - Conventional,Normal Sale,145000.0,132.17866909753874,15.0,2.0,0.1155831840691181,0
1990.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,74.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,6.0,1954.0,Hip,Standard (Composite) Shingle,Wood Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,1213.0,Unfinished,0.0,84.0,1297.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1297.0,0.0,1297.0,1.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Finished,2.0,498.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,October 2009,2009.0,Warranty Deed - Conventional,Normal Sale,153000.0,117.96453353893601,55.0,1.0,0.13665577915920346,1
2007.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,68.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,7.0,1953.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,731.0,Unfinished,0.0,326.0,1057.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1057.0,0.0,1057.0,1.0,0.0,3.0,1.0,Good,5.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,246.0,Typical/Average,Typical/Average,Paved,0.0,52.0,0.0,0.0,0.0,January 2010,2010.0,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",109000.0,103.12204351939451,57.0,1.0,0.11136866505110105,1
1955.0,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,65.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,Normal,Below Average,5.0,1955.0,Gable,Standard (Composite) Shingle,Asbestos Shingles & Plywood,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,No Basement,0.0,No Basement,0.0,0.0,1057.4294520547944,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,1152.0,0.0,1152.0,2.0,0.0,2.0,1.0,Fair,6.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Dirt/Gravel,0.0,0.0,0.0,0.0,0.0,June 2008,2008.0,Warranty Deed - Conventional,Adjoining Land Purchase,82000.0,71.18055555555556,53.0,2.0,0.12137814771889158,1
1965.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,84.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Above Average,5.0,1965.0,Gable,Standard (Composite) Shingle,Wood Siding,Brick Face,210.6894270193207,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,643.0,Unfinished,0.0,445.0,1088.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1324.0,0.0,1324.0,2.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,2005.0,Rough Finished,2.0,440.0,Typical/Average,Typical/Average,Paved,0.0,25.0,0.0,0.0,0.0,December 2006,2006.0,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",160000.0,120.84592145015105,41.0,2.0,0.139500579496365,0
1959.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,115.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Timberland,Normal,Average,6.0,1959.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Below Average Living Quarters,967.0,Unfinished,0.0,383.0,1350.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1328.0,0.0,1328.0,1.0,1.0,2.0,1.0,Average/Typical,5.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,1.0,308.0,Typical/Average,Typical/Average,Partial Pavement,0.0,104.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,170000.0,128.0120481927711,48.0,2.0,0.1399220313981667,1
1983.0,SPLIT FOYER,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Sawyer West,Normal,Average,7.0,1983.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,747.0,Low Quality,0.0,0.0,840.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,884.0,0.0,884.0,1.0,0.0,2.0,1.0,Good,5.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,2.0,504.0,Typical/Average,Good,Paved,240.0,0.0,0.0,0.0,0.0,December 2007,2007.0,Warranty Deed - Conventional,Normal Sale,144000.0,162.89592760180994,24.0,1.0,0.09314087029817722,1
1980.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,College Creek,Normal,Average,6.0,1975.0,Hip,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Low Quality,280.0,Below Average Living Quarters,0.0,167.0,938.0,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,938.0,0.0,938.0,1.0,0.0,3.0,1.0,Average/Typical,5.0,1.0,No Fireplace,Detached from home,2005.0,Unfinished,1.0,308.0,Typical/Average,Typical/Average,Paved,145.0,0.0,0.0,0.0,0.0,July 2008,2008.0,Warranty Deed - Conventional,Normal Sale,130250.0,138.8592750533049,33.0,1.0,0.09883047097250026,1
1959.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,Normal,Average,6.0,1959.0,Gable,Standard (Composite) Shingle,Brick Face & Wood Siding,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,179.0,Below Average Living Quarters,0.0,465.0,1150.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1150.0,0.0,1150.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,1.0,300.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,May 2006,2006.0,Warranty Deed - Conventional,Normal Sale,141000.0,122.6086956521739,47.0,1.0,0.12116742176799072,1
2005.0,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,61.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,Normal,Excellent,5.0,2005.0,Hip,Standard (Composite) Shingle,Metal Siding,Brick Face,210.6894270193207,Excellent,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,456.0,Unfinished,0.0,1296.0,1752.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1752.0,0.0,1752.0,2.0,0.0,2.0,1.0,Excellent,6.0,1.0,Good - Masonry Fireplace on the main level,Attached to the home,2005.0,Rough Finished,2.0,576.0,Typical/Average,Typical/Average,Paved,196.0,82.0,0.0,0.0,0.0,February 2010,2010.0,Warranty Deed - Conventional,Normal Sale,305313.125,174.26548230593608,5.0,2.0,0.18459593298914762,0
2003.0,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,48.0,9491.0,Paved,None,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Mitchell,Normal,Good,5.0,2003.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,1351.0,Unfinished,0.0,83.0,1434.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1518.0,631.0,2149.0,1.0,1.0,1.0,1.0,Good,6.0,1.0,Excellent - Exceptional Masonry Fireplace,Attached to the home,2005.0,Rough Finished,2.0,670.0,Typical/Average,Typical/Average,Paved,168.0,43.0,0.0,0.0,0.0,August 2009,2009.0,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",239686.0,111.53373662168451,6.0,2.0,0.22642503424296703,0
2006.0,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,84.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Somerset,Normal,Very Good,5.0,2006.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,24.0,Unfinished,0.0,541.5657341902796,1656.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1656.0,0.0,1656.0,2.0,0.0,3.0,1.0,Good,7.0,1.0,No Fireplace,Attached to the home,2005.0,Rough Finished,3.0,826.0,Typical/Average,Typical/Average,Paved,0.0,25.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,249700.0,150.78502415458937,1.0,2.0,0.17448108734590664,0
2008.0,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium-Density,33.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Normal,Below Average,5.0,1920.0,Gable,Standard (Composite) Shingle,Metal Siding,None,180.73137335812217,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinished,0.0,Unfinished,0.0,736.0,736.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,736.0,716.0,1452.0,2.0,0.0,2.0,1.0,Average/Typical,8.0,1.0,No Fireplace,Attached to the home,2005.0,No Garage,0.0,0.0,No Garage,No Garage,Dirt/Gravel,0.0,0.0,0.0,0.0,0.0,June 2009,2009.0,Home just constructed and sold,Home was not completed when last assessed,113000.0,77.8236914600551,89.0,2.0,0.1529870403540196,1
1966.0,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,66.0,9491.0,Paved,None,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer,Normal,Average,7.0,1966.0,Gable,Standard (Composite) Shingle,Hard Board,None,180.73137335812217,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,763.0,Unfinished,0.0,192.0,955.0,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,955.0,0.0,955.0,1.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Unfinished,1.0,386.0,Typical/Average,Typical/Average,Paved,0.0,0.0,0.0,0.0,0.0,January 2007,2007.0,Warranty Deed - Conventional,Normal Sale,127000.0,132.98429319371726,41.0,1.0,0.10062164155515751,1
1997.0,2-STORY 1946 & NEWER,Residential Low-Density,0.0,9491.0,Paved,None,Moderately Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Gilbert,Normal,Above Average,6.0,1997.0,Gable,Standard (Composite) Shingle,Vinyl Siding,None,180.73137335812217,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,182.0,Unfinished,0.0,612.0,794.0,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,794.0,676.0,1470.0,2.0,0.0,3.0,1.0,Average/Typical,6.0,1.0,No Fireplace,Attached to the home,2005.0,Finished,2.0,388.0,Typical/Average,Typical/Average,Paved,0.0,75.0,0.0,0.0,0.0,July 2007,2007.0,Warranty Deed - Conventional,Normal Sale,177000.0,120.40816326530613,10.0,2.0,0.1548835739121273,2
